,SongID,Title,Duration,ArtistID,KeySignature,Tempo,TimeSignature,Loudness,Mode,Artist_Familiarity,Artist_Terms,Danceability,Song_Hotness,Artist_Hotness,Track_ID,Year,clean_term,ArtistLatitude,ArtistLongitude
5299,SOCVNKY12A6D4FBC5E,Machinenfunk,204.93016,ARECPYG11C8A42B5BF,0,146.036,4,-10.644,1,0.37476310334581664,18.0,0.0,,0.2569779936917517,TRBCMFZ128F14AFD69,1974,metal,50.852579750000004,2.7124995584724885
5300,SOCVNKY12A6D4FBC5E,Machinenfunk,204.93016,ARECPYG11C8A42B5BF,0,146.036,4,-10.644,1,0.37476310334581664,18.0,0.0,,0.2569779936917517,TRBCMFZ128F14AFD69,1980,metal,50.852579750000004,2.7124995584724885
5301,SORWPOH12A6D4FBC6C,Tokyo,135.41832,ARECPYG11C8A42B5BF,8,164.35,4,-13.587,1,0.37476310334581664,18.0,0.0,0.0,0.2569779936917517,TRAPLGS128F14AFD78,1974,metal,50.852579750000004,2.7124995584724885
5302,SORWPOH12A6D4FBC6C,Tokyo,135.41832,ARECPYG11C8A42B5BF,8,164.35,4,-13.587,1,0.37476310334581664,18.0,0.0,0.0,0.2569779936917517,TRAPLGS128F14AFD78,1980,metal,50.852579750000004,2.7124995584724885
5303,SOPMOPR12A6D4FBC72,La Excursion,107.49342,ARECPYG11C8A42B5BF,0,80.315,5,-10.918,1,0.37476310334581664,18.0,0.0,,0.2569779936917517,TRABSNU128F14AFD7F,1974,metal,50.852579750000004,2.7124995584724885
5304,SOPMOPR12A6D4FBC72,La Excursion,107.49342,ARECPYG11C8A42B5BF,0,80.315,5,-10.918,1,0.37476310334581664,18.0,0.0,,0.2569779936917517,TRABSNU128F14AFD7F,1980,metal,50.852579750000004,2.7124995584724885
5305,SOROPBZ12A6D4FBC75,Die Art von Mann,196.64934,ARECPYG11C8A42B5BF,9,107.711,4,-8.166,0,0.37476310334581664,18.0,0.0,,0.2569779936917517,TRAINKW128F14AFD82,1974,metal,50.852579750000004,2.7124995584724885
5306,SOROPBZ12A6D4FBC75,Die Art von Mann,196.64934,ARECPYG11C8A42B5BF,9,107.711,4,-8.166,0,0.37476310334581664,18.0,0.0,,0.2569779936917517,TRAINKW128F14AFD82,1980,metal,50.852579750000004,2.7124995584724885
5307,SORGFFI12AB018970E,Fauché,120.08444,ARRESZG1187B9A3FBF,0,96.177,3,-7.03,0,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRBCFIY128F9361E08,1968,France,23.4811089,120.4535412
5308,SORGFFI12AB018970E,Fauché,120.08444,ARRESZG1187B9A3FBF,0,96.177,3,-7.03,0,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRBCFIY128F9361E08,1982,France,23.4811089,120.4535412
5309,SORGFFI12AB018970E,Fauché,120.08444,ARRESZG1187B9A3FBF,0,96.177,3,-7.03,0,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRBCFIY128F9361E08,1983,France,23.4811089,120.4535412
5310,SOMRIAD12AB018388E,"C'est pour vous que je chante""""",177.50159,ARRESZG1187B9A3FBF,9,99.214,4,-8.675,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRBFMVM128F9361E39,1968,France,23.4811089,120.4535412
5311,SOMRIAD12AB018388E,"C'est pour vous que je chante""""",177.50159,ARRESZG1187B9A3FBF,9,99.214,4,-8.675,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRBFMVM128F9361E39,1982,France,23.4811089,120.4535412
5312,SOMRIAD12AB018388E,"C'est pour vous que je chante""""",177.50159,ARRESZG1187B9A3FBF,9,99.214,4,-8.675,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRBFMVM128F9361E39,1983,France,23.4811089,120.4535412
5313,SOKMSOY12AB018AF1F,Pour toute la vie,156.49914,ARRESZG1187B9A3FBF,5,102.77,1,-6.779,0,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRAJBUB128F9361E0B,1968,France,23.4811089,120.4535412
5314,SOKMSOY12AB018AF1F,Pour toute la vie,156.49914,ARRESZG1187B9A3FBF,5,102.77,1,-6.779,0,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRAJBUB128F9361E0B,1982,France,23.4811089,120.4535412
5315,SOKMSOY12AB018AF1F,Pour toute la vie,156.49914,ARRESZG1187B9A3FBF,5,102.77,1,-6.779,0,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRAJBUB128F9361E0B,1983,France,23.4811089,120.4535412
5316,SOIOEMI12AB0182C50,"T'as 16 ans demain""""",122.69669,ARRESZG1187B9A3FBF,2,103.29,4,-7.458,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRABJQN128F9361E4C,1968,rock,23.4811089,120.4535412
5317,SOIOEMI12AB0182C50,"T'as 16 ans demain""""",122.69669,ARRESZG1187B9A3FBF,2,103.29,4,-7.458,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRABJQN128F9361E4C,1982,rock,23.4811089,120.4535412
5318,SOIOEMI12AB0182C50,"T'as 16 ans demain""""",122.69669,ARRESZG1187B9A3FBF,2,103.29,4,-7.458,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRABJQN128F9361E4C,1983,rock,23.4811089,120.4535412
5319,SOQMSPF12AB018C5DF,Quand on est amoureux,181.86404,ARRESZG1187B9A3FBF,3,95.735,4,-5.144,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRATHDO12903CAF45B,1968,metal,23.4811089,120.4535412
5320,SOQMSPF12AB018C5DF,Quand on est amoureux,181.86404,ARRESZG1187B9A3FBF,3,95.735,4,-5.144,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRATHDO12903CAF45B,1982,metal,23.4811089,120.4535412
5321,SOQMSPF12AB018C5DF,Quand on est amoureux,181.86404,ARRESZG1187B9A3FBF,3,95.735,4,-5.144,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRATHDO12903CAF45B,1983,metal,23.4811089,120.4535412
5322,SOAECMT12AB0183897,Hold me,150.46485,ARRESZG1187B9A3FBF,2,111.555,4,-9.6,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRAHBMV12903D0553D,1968,rock,23.4811089,120.4535412
5323,SOAECMT12AB0183897,Hold me,150.46485,ARRESZG1187B9A3FBF,2,111.555,4,-9.6,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRAHBMV12903D0553D,1982,rock,23.4811089,120.4535412
5324,SOAECMT12AB0183897,Hold me,150.46485,ARRESZG1187B9A3FBF,2,111.555,4,-9.6,1,0.27790004019564646,13.0,0.0,,0.11615613420763671,TRAHBMV12903D0553D,1983,rock,23.4811089,120.4535412
5325,SOZONTS12A6D4F746E,Que Viva El Amor,122.06975,ARHFEBO11F50C4825A,4,45.683,4,-9.15,0,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRBCYHR128EF36208A,1971,Latin,40.9651572,-5.6640182
5326,SOZONTS12A6D4F746E,Que Viva El Amor,122.06975,ARHFEBO11F50C4825A,4,45.683,4,-9.15,0,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRBCYHR128EF36208A,1964,Latin,40.9651572,-5.6640182
5328,SOZONTS12A6D4F746E,Que Viva El Amor,122.06975,ARHFEBO11F50C4825A,4,45.683,4,-9.15,0,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRBCYHR128EF36208A,1974,Latin,40.9651572,-5.6640182
5330,SOSAZLT12A8C13B90F,Llorando Por Amor,161.93261,ARHFEBO11F50C4825A,2,98.713,4,-7.8,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRBFAHS128F42804D6,1971,Latin,40.9651572,-5.6640182
5331,SOSAZLT12A8C13B90F,Llorando Por Amor,161.93261,ARHFEBO11F50C4825A,2,98.713,4,-7.8,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRBFAHS128F42804D6,1964,Latin,40.9651572,-5.6640182
5333,SOSAZLT12A8C13B90F,Llorando Por Amor,161.93261,ARHFEBO11F50C4825A,2,98.713,4,-7.8,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRBFAHS128F42804D6,1974,Latin,40.9651572,-5.6640182
5335,SOJWQIP12A6D4F710A,Caricia Y Herida,134.81751,ARHFEBO11F50C4825A,11,106.049,1,-8.133,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAAGZU128EF360F47,1971,Latin,40.9651572,-5.6640182
5336,SOJWQIP12A6D4F710A,Caricia Y Herida,134.81751,ARHFEBO11F50C4825A,11,106.049,1,-8.133,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAAGZU128EF360F47,1964,Latin,40.9651572,-5.6640182
5338,SOJWQIP12A6D4F710A,Caricia Y Herida,134.81751,ARHFEBO11F50C4825A,11,106.049,1,-8.133,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAAGZU128EF360F47,1974,Latin,40.9651572,-5.6640182
5340,SOHKOMM12A6D4F7114,Aquel Amor,207.75138,ARHFEBO11F50C4825A,7,130.818,1,-10.19,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAIUGS128EF360F52,1971,Latin,40.9651572,-5.6640182
5341,SOHKOMM12A6D4F7114,Aquel Amor,207.75138,ARHFEBO11F50C4825A,7,130.818,1,-10.19,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAIUGS128EF360F52,1964,Latin,40.9651572,-5.6640182
5343,SOHKOMM12A6D4F7114,Aquel Amor,207.75138,ARHFEBO11F50C4825A,7,130.818,1,-10.19,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAIUGS128EF360F52,1974,Latin,40.9651572,-5.6640182
5345,SOZEDYL12A6D4F6A73,Luna De Octubre,157.46567,ARHFEBO11F50C4825A,4,84.273,1,-12.972,1,0.4205458495228202,8.0,0.0,0.0,0.3135693426838017,TRAENIZ128EF362B86,1971,Latin,40.9651572,-5.6640182
5346,SOZEDYL12A6D4F6A73,Luna De Octubre,157.46567,ARHFEBO11F50C4825A,4,84.273,1,-12.972,1,0.4205458495228202,8.0,0.0,0.0,0.3135693426838017,TRAENIZ128EF362B86,1964,Latin,40.9651572,-5.6640182
5348,SOZEDYL12A6D4F6A73,Luna De Octubre,157.46567,ARHFEBO11F50C4825A,4,84.273,1,-12.972,1,0.4205458495228202,8.0,0.0,0.0,0.3135693426838017,TRAENIZ128EF362B86,1974,Latin,40.9651572,-5.6640182
5350,SOQMTGB12A6D4F5285,Gaviota Traidora,150.12526,ARHFEBO11F50C4825A,9,109.518,4,-10.601,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAHCNT128EF360EFD,1971,Latin,40.9651572,-5.6640182
5351,SOQMTGB12A6D4F5285,Gaviota Traidora,150.12526,ARHFEBO11F50C4825A,9,109.518,4,-10.601,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAHCNT128EF360EFD,1964,Latin,40.9651572,-5.6640182
5353,SOQMTGB12A6D4F5285,Gaviota Traidora,150.12526,ARHFEBO11F50C4825A,9,109.518,4,-10.601,1,0.4205458495228202,8.0,0.0,,0.3135693426838017,TRAHCNT128EF360EFD,1974,Latin,40.9651572,-5.6640182
5355,SOLFRPO12AB018C705,Juno,735.60771,AR0NS5Z1187B99AF79,9,161.919,7,-7.662,1,0.5281976856823236,11.0,0.0,,0.33455514556052596,TRBCYXD12903CC7609,1989,rock,51.4392648,5.478633
5356,SOLFRPO12AB018C705,Juno,735.60771,AR0NS5Z1187B99AF79,9,161.919,7,-7.662,1,0.5281976856823236,11.0,0.0,,0.33455514556052596,TRBCYXD12903CC7609,1974,rock,51.4392648,5.478633
5357,SOXBYPK12AB018B86E,Inferior (Late Night Version),266.00444,AR0NS5Z1187B99AF79,7,119.996,4,-8.147,1,0.5281976856823236,11.0,0.0,,0.33455514556052596,TRAFRDS12903CC0C66,1989,rock,51.4392648,5.478633
5358,SOXBYPK12AB018B86E,Inferior (Late Night Version),266.00444,AR0NS5Z1187B99AF79,7,119.996,4,-8.147,1,0.5281976856823236,11.0,0.0,,0.33455514556052596,TRAFRDS12903CC0C66,1974,rock,51.4392648,5.478633
5359,SONZQZC12AB01859DD,Deep Into The Day,231.00036,AR0NS5Z1187B99AF79,11,119.95,4,-6.354,0,0.5281976856823236,11.0,0.0,,0.33455514556052596,TRASLWL12903CA752D,1989,electro,51.4392648,5.478633
5360,SONZQZC12AB01859DD,Deep Into The Day,231.00036,AR0NS5Z1187B99AF79,11,119.95,4,-6.354,0,0.5281976856823236,11.0,0.0,,0.33455514556052596,TRASLWL12903CA752D,1974,electro,51.4392648,5.478633
5361,SOJRZPS12AB01853C9,The Last Song,202.00444,ARCOAFH1269FCCF4AB,4,85.762,4,-19.777,0,0.1974608421955418,1.0,0.0,0.3277366831778408,0.0,TRBCYIK12903CB93E7,1991,Sweden,41.8437058,-73.3292848
5362,SOFKWOZ12AB018B51C,Aho,288.62649,AR90Z4C1187B98A260,7,92.979,4,-5.297,1,0.40417337085561617,20.0,0.0,0.0,0.29634682845137034,TRBCYAF12903CD6294,1994,metal,5.320357,-4.016107
5363,SOCPPNW12A8C131AF4,As The Terror Dances Your Way,242.02404,ARTAIYM11F50C4E159,8,114.95,4,-5.75,1,0.5425516881674306,12.0,0.0,,0.3245450894447048,TRBCWKZ128F42439D3,1974,indie,39.9527237,-75.1635262
5364,SOCHZDP12AC468D99F,Butts n Stuff,193.72363,ARBGVEC1272BA8350B,3,89.093,4,-16.886,0,0.3861159442522079,8.0,0.0,,0.2704086472259809,TRBCWID12903CEDB3E,1997,soundtrack,33.7489924,-84.3902644
5365,SOMOUFN12AC4688186,Mom,162.01098,ARBGVEC1272BA8350B,8,81.827,1,-13.675,0,0.3861159442522079,8.0,0.0,,0.2704086472259809,TRBFTFY12903CEDB2F,1997,soundtrack,33.7489924,-84.3902644
5366,SOVRIPF12A8C142FD3,Conker The King,131.65669,AROYTOV1187FB4C7F8,1,0.0,1,-14.707,1,0.3853405383129621,11.0,0.0,0.2998774882739778,0.3198173860715626,TRBCWCQ128F92CDDA8,1983,metal,34.0536909,-118.242766
5367,SOVRIPF12A8C142FD3,Conker The King,131.65669,AROYTOV1187FB4C7F8,1,0.0,1,-14.707,1,0.3853405383129621,11.0,0.0,0.2998774882739778,0.3198173860715626,TRBCWCQ128F92CDDA8,1983,metal,53.7974185,-1.5437941
5368,SOJPCYV12AB017C9D3,Test Of The Terrarium,140.7473,AROYTOV1187FB4C7F8,10,120.02,1,-18.002,0,0.3853405383129621,11.0,0.0,0.0,0.3198173860715626,TRASMVX128F931AC3C,1983,soundtrack,34.0536909,-118.242766
5369,SOJPCYV12AB017C9D3,Test Of The Terrarium,140.7473,AROYTOV1187FB4C7F8,10,120.02,1,-18.002,0,0.3853405383129621,11.0,0.0,0.0,0.3198173860715626,TRASMVX128F931AC3C,1983,soundtrack,53.7974185,-1.5437941
5370,SOICDVR12AC3DFB6F6,"I'll Be Better""""",260.98893,ARRUGT71187B98F222,1,131.981,4,-5.445,1,0.4169657541947962,16.0,0.0,,0.35068800684601,TRBCWQL12903D01904,1974,metal,24.792632,121.175891
5371,SOLRMRV12AB017B887,Jarabe De Pico,202.34404,ARXTM8U1187B99F200,9,101.438,1,-8.622,1,0.5463104236993335,22.0,0.0,0.25187462521753956,0.3099193396540712,TRBCWZZ128F930EDB0,1965,metal,9.9325427,-84.0795782
5372,SOLRMRV12AB017B887,Jarabe De Pico,202.34404,ARXTM8U1187B99F200,9,101.438,1,-8.622,1,0.5463104236993335,22.0,0.0,0.25187462521753956,0.3099193396540712,TRBCWZZ128F930EDB0,1974,metal,9.9325427,-84.0795782
5373,SOLRMRV12AB017B887,Jarabe De Pico,202.34404,ARXTM8U1187B99F200,9,101.438,1,-8.622,1,0.5463104236993335,22.0,0.0,0.25187462521753956,0.3099193396540712,TRBCWZZ128F930EDB0,1964,metal,9.9325427,-84.0795782
5374,SOPVGYL12AB017B8AF,Aquel Mundo De Amor,163.29098,ARXTM8U1187B99F200,5,146.654,1,-9.627,1,0.5463104236993335,22.0,0.0,0.0,0.3099193396540712,TRADDFC128F930EDBD,1965,metal,9.9325427,-84.0795782
5375,SOPVGYL12AB017B8AF,Aquel Mundo De Amor,163.29098,ARXTM8U1187B99F200,5,146.654,1,-9.627,1,0.5463104236993335,22.0,0.0,0.0,0.3099193396540712,TRADDFC128F930EDBD,1974,metal,9.9325427,-84.0795782
5376,SOPVGYL12AB017B8AF,Aquel Mundo De Amor,163.29098,ARXTM8U1187B99F200,5,146.654,1,-9.627,1,0.5463104236993335,22.0,0.0,0.0,0.3099193396540712,TRADDFC128F930EDBD,1964,metal,9.9325427,-84.0795782
5377,SOFKOUI12A58A7F55C,Ni Gota De Rencor,199.94077,ARXTM8U1187B99F200,2,100.048,4,-8.596,1,0.5463104236993335,22.0,0.0,0.0,0.3099193396540712,TRACNBU128F930EDBB,1965,metal,9.9325427,-84.0795782
5378,SOFKOUI12A58A7F55C,Ni Gota De Rencor,199.94077,ARXTM8U1187B99F200,2,100.048,4,-8.596,1,0.5463104236993335,22.0,0.0,0.0,0.3099193396540712,TRACNBU128F930EDBB,1974,metal,9.9325427,-84.0795782
5379,SOFKOUI12A58A7F55C,Ni Gota De Rencor,199.94077,ARXTM8U1187B99F200,2,100.048,4,-8.596,1,0.5463104236993335,22.0,0.0,0.0,0.3099193396540712,TRACNBU128F930EDBB,1964,metal,9.9325427,-84.0795782
5380,SOJIOBS12AB017F545,Amor Bonito,169.82159,ARXTM8U1187B99F200,10,97.874,4,-8.985,1,0.5463104236993335,22.0,0.0,0.23621627901094303,0.3099193396540712,TRAWLRK128F930F89B,1965,metal,9.9325427,-84.0795782
5381,SOJIOBS12AB017F545,Amor Bonito,169.82159,ARXTM8U1187B99F200,10,97.874,4,-8.985,1,0.5463104236993335,22.0,0.0,0.23621627901094303,0.3099193396540712,TRAWLRK128F930F89B,1974,metal,9.9325427,-84.0795782
5382,SOJIOBS12AB017F545,Amor Bonito,169.82159,ARXTM8U1187B99F200,10,97.874,4,-8.985,1,0.5463104236993335,22.0,0.0,0.23621627901094303,0.3099193396540712,TRAWLRK128F930F89B,1964,metal,9.9325427,-84.0795782
5383,SOKMREL12AB017AC04,La Copa Grande,189.57016,ARXTM8U1187B99F200,0,98.063,4,-8.888,1,0.5463104236993335,22.0,0.0,0.2362162713857612,0.3099193396540712,TRAEHTT128F9303492,1965,metal,9.9325427,-84.0795782
5384,SOKMREL12AB017AC04,La Copa Grande,189.57016,ARXTM8U1187B99F200,0,98.063,4,-8.888,1,0.5463104236993335,22.0,0.0,0.2362162713857612,0.3099193396540712,TRAEHTT128F9303492,1974,metal,9.9325427,-84.0795782
5385,SOKMREL12AB017AC04,La Copa Grande,189.57016,ARXTM8U1187B99F200,0,98.063,4,-8.888,1,0.5463104236993335,22.0,0.0,0.2362162713857612,0.3099193396540712,TRAEHTT128F9303492,1964,metal,9.9325427,-84.0795782
5386,SOQCHOP12A8C13DA4D,Cuando Calienta El Sol,187.14077,ARXTM8U1187B99F200,7,96.107,4,-7.006,1,0.5463104236993335,22.0,0.0,,0.3099193396540712,TRASKOZ128F42ADA15,1965,metal,9.9325427,-84.0795782
5387,SOQCHOP12A8C13DA4D,Cuando Calienta El Sol,187.14077,ARXTM8U1187B99F200,7,96.107,4,-7.006,1,0.5463104236993335,22.0,0.0,,0.3099193396540712,TRASKOZ128F42ADA15,1974,metal,9.9325427,-84.0795782
5388,SOQCHOP12A8C13DA4D,Cuando Calienta El Sol,187.14077,ARXTM8U1187B99F200,7,96.107,4,-7.006,1,0.5463104236993335,22.0,0.0,,0.3099193396540712,TRASKOZ128F42ADA15,1964,metal,9.9325427,-84.0795782
5389,SOWNOIQ12A58A799E1,Sweetest Maleficia (Album Version),358.37342,ARF0W6Z1187B9AC325,10,160.102,4,-4.386,0,0.7848203890392526,21.0,0.0,0.6096084645662024,0.5725833363950456,TRBCWYB128F92E246A,1978,metal,52.0579495,1.1526345
5390,SOFPYXC12A58A7A4B9,Summer Dying Fast,321.35791,ARF0W6Z1187B9AC325,2,193.693,4,-6.2,0,0.7848203890392526,21.0,0.0,,0.5725833363950456,TRAANLO128F422AE37,1978,metal,52.0579495,1.1526345
5391,SOPBKDI12A8C137D8F,"Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa""""",212.4273,ARV7J871187FB4F8B6,2,37.42,1,-20.274,0,0.02823706192010644,9.0,0.0,,0.2261310732616017,TRBCEDT128F4260EC5,1974,classic,40.8358846,14.2487679
5392,SOVPJZV12A6D4F9D73,Estudio,120.89424,ARIZLHQ1187B9A18C4,4,127.949,1,-28.547,1,0.431966634726431,19.0,0.0,0.0,0.3417147306173628,TRBCEYG128F1478610,1988,classic,-34.9058916,-56.1913095
5393,SOVPJZV12A6D4F9D73,Estudio,120.89424,ARIZLHQ1187B9A18C4,4,127.949,1,-28.547,1,0.431966634726431,19.0,0.0,0.0,0.3417147306173628,TRBCEYG128F1478610,1988,classic,37.8044557,-122.2713563
5394,SOVPJZV12A6D4F9D73,Estudio,120.89424,ARIZLHQ1187B9A18C4,4,127.949,1,-28.547,1,0.431966634726431,19.0,0.0,0.0,0.3417147306173628,TRBCEYG128F1478610,1974,classic,-34.9058916,-56.1913095
5395,SOVPJZV12A6D4F9D73,Estudio,120.89424,ARIZLHQ1187B9A18C4,4,127.949,1,-28.547,1,0.431966634726431,19.0,0.0,0.0,0.3417147306173628,TRBCEYG128F1478610,1974,classic,37.8044557,-122.2713563
5396,SOPRXCY12AB0183788,1. Allegro,341.05424,ARIZLHQ1187B9A18C4,2,131.816,1,-25.127,0,0.431966634726431,19.0,0.0,,0.3417147306173628,TRAMLAE128F931FBE7,1988,classic,-34.9058916,-56.1913095
5397,SOPRXCY12AB0183788,1. Allegro,341.05424,ARIZLHQ1187B9A18C4,2,131.816,1,-25.127,0,0.431966634726431,19.0,0.0,,0.3417147306173628,TRAMLAE128F931FBE7,1988,classic,37.8044557,-122.2713563
5398,SOPRXCY12AB0183788,1. Allegro,341.05424,ARIZLHQ1187B9A18C4,2,131.816,1,-25.127,0,0.431966634726431,19.0,0.0,,0.3417147306173628,TRAMLAE128F931FBE7,1974,classic,-34.9058916,-56.1913095
5399,SOPRXCY12AB0183788,1. Allegro,341.05424,ARIZLHQ1187B9A18C4,2,131.816,1,-25.127,0,0.431966634726431,19.0,0.0,,0.3417147306173628,TRAMLAE128F931FBE7,1974,classic,37.8044557,-122.2713563
5400,SOHCSLO12A8C14171E,Queen Street Rag (144826),188.3424,ARJSGPI1241B9C8855,11,108.049,1,-14.043,1,0.3383701545262613,4.0,0.0,0.0,0.0,TRBCEOS128F42A0474,1994,metal,36.1622767,-86.7742984
5402,SONUXHH12A8C141737,"Hope I'll Join That Band""""",172.93016,ARJSGPI1241B9C8855,8,88.908,7,-17.242,0,0.3383701545262613,4.0,0.0,,0.0,TRADVDU128F42A047E,1994,vocal,36.1622767,-86.7742984
5404,SOELPYX12A8C141731,Toot Toot Dixie Bound,184.00608,ARJSGPI1241B9C8855,10,81.647,4,-14.886,1,0.3383701545262613,4.0,0.0,,0.0,TRAICPJ128F42A047C,1994,vocal,36.1622767,-86.7742984
5406,SOQLJZN12A8C141701,King Jesus Is My Captain,183.27465,ARJSGPI1241B9C8855,8,150.405,4,-18.697,1,0.3383701545262613,4.0,0.0,,0.0,TRARDLO128F42A0469,1994,soul,36.1622767,-86.7742984
5408,SOYPEPK12A8C141727,"Rollin' Down To Jordan""""",200.17587,ARJSGPI1241B9C8855,1,90.942,1,-17.839,1,0.3383701545262613,4.0,0.0,,0.0,TRAZYHO128F42A0478,1994,soul,36.1622767,-86.7742984
5410,SOCJCPS12AB017D8AE,Please Belive It,334.54975,ARXKRVF11E2835D266,0,112.962,4,-8.536,1,0.4438491869741072,29.0,0.0,,0.26974992542225795,TRBCEDG128F9309254,1974,metal,42.3315509,-83.0466403
5412,SOSZNCW12A8C13F031,"Mr. De's Theme""""",240.09098,ARXKRVF11E2835D266,9,130.019,4,-6.743,0,0.4438491869741072,29.0,0.0,0.0,0.26974992542225795,TRAXEBW128F4292391,1974,metal,42.3315509,-83.0466403
5414,SOGMQBQ12AB017A9D1,Con Alma,398.10567,ARFWZZD1187FB561F9,1,120.083,4,-14.28,1,0.4663310542870906,22.0,0.0,,0.3327497700492591,TRBCEOA128F93090D6,1988,folk,53.4071991,-2.99168
5415,SOGMQBQ12AB017A9D1,Con Alma,398.10567,ARFWZZD1187FB561F9,1,120.083,4,-14.28,1,0.4663310542870906,22.0,0.0,,0.3327497700492591,TRBCEOA128F93090D6,1974,folk,53.4071991,-2.99168
5416,SOGMQBQ12AB017A9D1,Con Alma,398.10567,ARFWZZD1187FB561F9,1,120.083,4,-14.28,1,0.4663310542870906,22.0,0.0,,0.3327497700492591,TRBCEOA128F93090D6,1984,folk,53.4071991,-2.99168
5417,SOEEQKB12A8C143340,The Lonesome Boatman,234.50077,ARFWZZD1187FB561F9,4,117.85,3,-20.58,0,0.4663310542870906,22.0,0.0,,0.3327497700492591,TRAULZX128F92F5464,1988,folk,53.4071991,-2.99168
5418,SOEEQKB12A8C143340,The Lonesome Boatman,234.50077,ARFWZZD1187FB561F9,4,117.85,3,-20.58,0,0.4663310542870906,22.0,0.0,,0.3327497700492591,TRAULZX128F92F5464,1974,folk,53.4071991,-2.99168
5419,SOEEQKB12A8C143340,The Lonesome Boatman,234.50077,ARFWZZD1187FB561F9,4,117.85,3,-20.58,0,0.4663310542870906,22.0,0.0,,0.3327497700492591,TRAULZX128F92F5464,1984,folk,53.4071991,-2.99168
5420,SOAXHCC12A8C14330F,The First Leaves Of Autumn,198.5824,ARFWZZD1187FB561F9,0,94.804,4,-20.975,1,0.4663310542870906,22.0,0.0,0.21508031850922793,0.3327497700492591,TRAIQDV128F92F545A,1988,folk,53.4071991,-2.99168
5421,SOAXHCC12A8C14330F,The First Leaves Of Autumn,198.5824,ARFWZZD1187FB561F9,0,94.804,4,-20.975,1,0.4663310542870906,22.0,0.0,0.21508031850922793,0.3327497700492591,TRAIQDV128F92F545A,1974,folk,53.4071991,-2.99168
5422,SOAXHCC12A8C14330F,The First Leaves Of Autumn,198.5824,ARFWZZD1187FB561F9,0,94.804,4,-20.975,1,0.4663310542870906,22.0,0.0,0.21508031850922793,0.3327497700492591,TRAIQDV128F92F545A,1984,folk,53.4071991,-2.99168
5423,SOSACTG12A8C144B2B,The Anniversary Waltz,240.74404,ARFWZZD1187FB561F9,11,89.236,3,-18.302,0,0.4663310542870906,22.0,0.0,0.2707759989463275,0.3327497700492591,TRAYSTC128F92F526B,1988,folk,53.4071991,-2.99168
5424,SOSACTG12A8C144B2B,The Anniversary Waltz,240.74404,ARFWZZD1187FB561F9,11,89.236,3,-18.302,0,0.4663310542870906,22.0,0.0,0.2707759989463275,0.3327497700492591,TRAYSTC128F92F526B,1974,folk,53.4071991,-2.99168
5425,SOSACTG12A8C144B2B,The Anniversary Waltz,240.74404,ARFWZZD1187FB561F9,11,89.236,3,-18.302,0,0.4663310542870906,22.0,0.0,0.2707759989463275,0.3327497700492591,TRAYSTC128F92F526B,1984,folk,53.4071991,-2.99168
5426,SOXPTZV12A58A7DF86,Road-Age at the Farmers Market,172.48608,ARJJVXV11F50C4EF76,8,127.151,4,-8.416,0,0.5732706728412961,16.0,0.0,0.0,0.29573749308101016,TRBCXDJ128F9310B9C,1997,metal,41.2939386,-82.2173786
5427,SOJIQVT12AB0189EB1,La Fluta Magica,118.85669,ARBVUUG11F50C48750,2,121.423,1,-9.412,1,0.43175088524835326,12.0,0.0,,0.3337935308430428,TRBCXLR12903CC1DC4,1974,metal,-34.7758816,-58.3971199
